timestamp,value
1565194500000,163.32
1565194800000,147.68
1565195100000,80.12
1565195400000,146.72
1565195700000,144.48
1565196000000,70.2
1565196300000,138.84
1565196600000,125.28
1565196900000,60.8
1565197200000,128.64
1565197500000,144.96
1565197800000,69.24
1565198100000,138.24
1565198400000,129.36
1565198700000,57.48
1565199000000,125.32
1565199300000,121.36
1565199600000,43.96
1565199900000,116.36
1565200200000,104.36
1565200500000,38.96
1565200800000,119.88
1565201100000,123.76
1565201400000,48.44
1565201700000,105.48
1565202000000,105.8
1565202300000,47.56
1565202600000,96.12
1565202900000,93.88
1565203200000,57.8
1565203500000,90.8
1565203800000,86.52
1565204100000,95.64
1565204400000,103.6
1565204700000,101.16
1565205000000,63.04
1565205300000,91.16
1565205600000,97.36
1565205900000,79.88
1565206200000,106.4
1565206500000,104.8
1565206800000,57.52
1565207100000,118.68
1565207400000,97.04
1565207700000,66.84
1565208000000,160.96
1565208300000,132.52
1565208600000,59.92
1565208900000,138.44
1565209200000,128.24
1565209500000,68.72
1565209800000,156.0
1565210100000,145.2
1565210400000,85.04
1565210700000,156.68
1565211000000,167.8
1565211300000,102.24
1565211600000,191.0
1565211900000,292.24
1565212200000,166.2
1565212500000,375.92
1565212800000,221.6
1565213100000,171.0
1565213400000,260.52
1565213700000,242.92
1565214000000,360.72
1565214300000,533.04
1565214600000,470.72
1565214900000,407.04
1565215200000,529.92
1565215500000,572.96
1565215800000,357.76
1565216100000,324.76
1565216400000,330.36
1565216700000,276.64
1565217000000,347.96
1565217300000,277.6
1565217600000,275.2
1565217900000,497.84
1565218200000,441.32
1565218500000,429.72
1565218800000,507.0
1565219100000,439.48
1565219400000,440.24
1565219700000,508.68
1565220000000,304.52
1565220300000,258.36
1565220600000,361.2
1565220900000,325.84
1565221200000,332.88
1565221500000,392.2
1565221800000,335.6
1565222100000,344.12
1565222400000,440.84
1565222700000,399.72
1565223000000,385.36
1565223300000,452.04
1565223600000,389.88
1565223900000,398.52
1565224200000,444.84
1565224500000,337.16
1565224800000,352.56
1565225100000,413.24
1565225400000,368.96
1565225700000,349.64
1565226000000,447.2
1565226300000,402.28
1565226600000,410.32
1565226900000,500.32
1565227200000,482.12
1565227500000,451.88
1565227800000,505.32
1565228100000,397.48
1565228400000,395.96
1565228700000,436.36
1565229000000,391.76
1565229300000,412.4
1565229600000,473.48
1565229900000,438.64
1565230200000,453.16
1565230500000,467.28
1565230800000,419.88
1565231100000,466.2
1565231400000,528.2
1565231700000,528.64
1565232000000,513.36
1565232300000,508.48
1565232600000,481.68
1565232900000,503.68
1565233200000,562.28
1565233500000,481.6
1565233800000,494.4
1565234100000,523.32
1565234400000,496.24
1565234700000,459.52
1565235000000,518.76
1565235300000,482.96
1565235600000,486.08
1565235900000,458.4
1565236200000,441.56
1565236500000,480.96
1565236800000,517.4
1565237100000,427.4
1565237400000,459.28
1565237700000,551.52
1565238000000,493.28
1565238300000,375.2
1565238600000,438.96
1565238900000,381.96
1565239200000,399.0
1565239500000,349.88
1565239800000,367.4
1565240100000,399.56
1565240400000,450.0
1565240700000,331.04
1565241000000,346.84
1565241300000,310.84
1565241600000,311.48
1565241900000,336.96
1565242200000,316.76
1565242500000,290.04
1565242800000,310.64
1565243100000,345.56
1565243400000,332.64
1565243700000,331.44
1565244000000,406.0
1565244300000,439.12
1565244600000,380.4
1565244900000,439.52
1565245200000,372.36
1565245500000,408.88
1565245800000,489.6
1565246100000,377.76
1565246400000,411.68
1565246700000,415.68
1565247000000,377.96
1565247300000,383.2
1565247600000,398.68
1565247900000,361.04
1565248200000,343.64
1565248500000,371.28
1565248800000,351.68
1565249100000,349.88
1565249400000,392.2
1565249700000,330.72
1565250000000,401.16
1565250300000,398.84
1565250600000,429.92
1565250900000,404.92
1565251200000,476.84
1565251500000,439.32
1565251800000,371.04
1565252100000,396.8
1565252400000,356.08
1565252700000,369.8
1565253000000,435.56
1565253300000,385.16
1565253600000,371.48
1565253900000,373.36
1565254200000,333.64
1565254500000,335.8
1565254800000,377.68
1565255100000,381.12
1565255400000,367.48
1565255700000,364.0
1565256000000,346.08
1565256300000,343.2
1565256600000,412.64
1565256900000,281.68
1565257200000,314.72
1565257500000,365.48
1565257800000,301.8
1565258100000,292.68
1565258400000,351.0
1565258700000,351.68
1565259000000,377.28
1565259300000,352.88
1565259600000,353.4
1565259900000,409.64
1565260200000,362.64
1565260500000,332.04
1565260800000,331.84
1565261100000,332.48
1565261400000,323.32
1565261700000,691.84
1565262000000,716.28
1565262300000,738.96
1565262600000,653.44
1565262900000,661.64
1565263200000,679.52
1565263500000,648.88
1565263800000,643.88
1565264100000,553.56
1565264400000,538.64
1565264700000,555.12
1565265000000,573.84
1565265300000,565.16
1565265600000,682.88
1565265900000,721.4
1565266200000,647.12
1565266500000,689.04
1565266800000,479.88
1565267100000,336.04
1565267400000,389.92
1565267700000,334.6
1565268000000,337.32
1565268300000,372.16
1565268600000,342.72
1565268900000,335.24
1565269200000,410.56
1565269500000,359.64
1565269800000,339.56
1565270100000,337.76
1565270400000,297.76
1565270700000,300.16
1565271000000,334.8
1565271300000,302.24
1565271600000,290.28
1565271900000,323.56
1565272200000,290.72
1565272500000,293.52
1565272800000,331.28
1565273100000,308.6
1565273400000,299.64
1565273700000,334.0
1565274000000,315.88
1565274300000,297.56
1565274600000,337.32
1565274900000,484.2
1565275200000,238.32
1565275500000,291.08
1565275800000,235.76
1565276100000,247.04
1565276400000,252.68
1565276700000,247.12
1565277000000,237.92
1565277300000,262.72
1565277600000,249.32
1565277900000,260.8
1565278200000,247.96
1565278500000,207.28
1565278800000,204.24
1565279100000,206.8
1565279400000,171.76
1565279700000,176.16
